title,slug,url,price_usd,price_kgs,Год выпуска,Тип кузова,Объем двигателя,Коробка передач,Пробег,Руль,Город,От (цена в кредит)
Продажа Hyundai IONIQ 5 I 2021,hyundai-ioniq-5-6a08cd03d0676406e36eda5a,https://www.mashina.kg/details/hyundai-ioniq-5-6a08cd03d0676406e36eda5a,19000,1661550,2021.0,внедорожник 5 дв.,,автомат,51700 km,Слева,Ош,В кредит от 37 164 ⃀
Продажа LiXiang L7 2023,lixiang-l7-6a069b2ed684c35d067f9f51,https://www.mashina.kg/details/lixiang-l7-6a069b2ed684c35d067f9f51,36000,3148200,2023.0,внедорожник 5 дв.,1.5,автомат,26000 km,Слева,Бишкек,В кредит от 60 794 ⃀
Lexus GX II Рестайлинг 2,lexus-gx-69faeb42d8779553324031,https://www.mashina.kg/details/lexus-gx-69faeb42d8779553324031,53000,4634850,2021.0,,4.6,автомат,91000 km,слева,Бишкек,В кредит от 78 896 ⃀
Lexus LX III Рестайлинг,lexus-lx-6895fdc376257830751625,https://www.mashina.kg/details/lexus-lx-6895fdc376257830751625,55000,4809750,2014.0,,5.7,автомат,176000 km,слева,Бишкек,В кредит от 81 873 ⃀
Продажа Honda Odyssey II 2001,honda-odyssey-6a085c28651937add354cf33,https://www.mashina.kg/details/honda-odyssey-6a085c28651937add354cf33,3800,332310,2001.0,минивэн,2.3,автомат,12345 km,Справа,Бишкек,В кредит от 8 438 ⃀
Chevrolet Malibu IX,chevrolet-malibu-69eb08d69f277519665227,https://www.mashina.kg/details/chevrolet-malibu-69eb08d69f277519665227,9200,804540,2018.0,,1.5,автомат,344700 km,слева,Базар-Коргон,В кредит от 20 430 ⃀
Продажа Toyota RAV4 V (XA50) 2026,toyota-rav4-6a086d5597e6bb0522f80b71,https://www.mashina.kg/details/toyota-rav4-6a086d5597e6bb0522f80b71,38000,3323100,2026.0,внедорожник 5 дв.,2.0,вариатор,1 km,Слева,Бишкек,В кредит от 60 794 ⃀
Kia Morning III,kia-morning-69ec5a32d1cda504557638,https://www.mashina.kg/details/kia-morning-69ec5a32d1cda504557638,7318,640000,2018.0,,1.0,автомат,80100 km,слева,Манас (Джалал-Абад),В кредит от 16 251 ⃀
Продажа Geely Boyue II 2026,geely-boyue-6a087491c507be2bd6eec2c2,https://www.mashina.kg/details/geely-boyue-6a087491c507be2bd6eec2c2,14800,1294260,2026.0,внедорожник 5 дв.,1.5,робот,1 km,Слева,Бишкек,В кредит от 29 823 ⃀
Продажа Lexus ES VII 2019,lexus-es-6a09a55d0e3c6ec26f184aad,https://www.mashina.kg/details/lexus-es-6a09a55d0e3c6ec26f184aad,33000,2885850,2019.0,седан,2.5,вариатор,172000 km,Слева,Бишкек,В кредит от 60 794 ⃀
Продажа BMW X7 I (G07) Рестайлинг 2022,bmw-x7-6a09a9c22d03569b0f397068,https://www.mashina.kg/details/bmw-x7-6a09a9c22d03569b0f397068,94000,8220300,2022.0,внедорожник 5 дв.,3.0,автомат,60000 km,Слева,Бишкек,В кредит от 121 589 ⃀
Продажа Toyota RAV4 V (XA50) 2026,toyota-rav4-6a0871dd3f7462a0dd789315,https://www.mashina.kg/details/toyota-rav4-6a0871dd3f7462a0dd789315,38000,3323100,2026.0,внедорожник 5 дв.,2.0,вариатор,1 km,Слева,Бишкек,В кредит от 60 794 ⃀
